headline,pubDate,tokens,lemmatized_tokens,source
Houthi attacks on Israel jeopardise Saudi peace efforts in Yemen,2023-11-24,"['Houthi', 'attacks', 'on', 'Israel', 'jeopardise', 'Saudi', 'peace', 'efforts', 'in', 'Yemen']","['Houthi', 'attack', 'on', 'Israel', 'jeopardise', 'Saudi', 'peace', 'effort', 'in', 'Yemen']",guardian
ICJ rejects request to order Germany to stop selling arms to Israel,2024-04-30,"['ICJ', 'rejects', 'request', 'to', 'order', 'Germany', 'to', 'stop', 'selling', 'arms', 'to', 'Israel']","['ICJ', 'reject', 'request', 'to', 'order', 'Germany', 'to', 'stop', 'selling', 'arm', 'to', 'Israel']",guardian
UN court orders Israel to ensure acts of genocide are not committed in Gaza,2024-01-26,"['UN', 'court', 'orders', 'Israel', 'to', 'ensure', 'acts', 'of', 'genocide', 'are', 'not', 'committed', 'in', 'Gaza']","['UN', 'court', 'order', 'Israel', 'to', 'ensure', 'act', 'of', 'genocide', 'are', 'not', 'committed', 'in', 'Gaza']",guardian
Hamas and Israel at war: what we know on day 3,2023-10-09,"['Hamas', 'and', 'Israel', 'at', 'war:', 'what', 'we', 'know', 'on', 'day', '3']","['Hamas', 'and', 'Israel', 'at', 'war:', 'what', 'we', 'know', 'on', 'day', '3']",guardian
Tory peer warns Labour over Israel-Hamas war protest ban,2023-10-19,"['Tory', 'peer', 'warns', 'Labour', 'over', 'Israel-Hamas', 'war', 'protest', 'ban']","['Tory', 'peer', 'warns', 'Labour', 'over', 'Israel-Hamas', 'war', 'protest', 'ban']",guardian
Backlash as USC cancels valedictorian’s speech over support for Palestine,2024-04-17,"['Backlash', 'as', 'USC', 'cancels', 'valedictorian’s', 'speech', 'over', 'support', 'for', 'Palestine']","['Backlash', 'a', 'USC', 'cancel', 'valedictorian’s', 'speech', 'over', 'support', 'for', 'Palestine']",guardian
Saudis push for ‘plan B’ that excludes Israel from key deal with US,2024-05-01,"['Saudis', 'push', 'for', '‘plan', 'B’', 'that', 'excludes', 'Israel', 'from', 'key', 'deal', 'with', 'US']","['Saudis', 'push', 'for', '‘plan', 'B’', 'that', 'excludes', 'Israel', 'from', 'key', 'deal', 'with', 'US']",guardian
"Egypt preparing safe areas for Gaza refugees, foreign minister says",2024-02-17,"['Egypt', 'preparing', 'safe', 'areas', 'for', 'Gaza', 'refugees,', 'foreign', 'minister', 'says']","['Egypt', 'preparing', 'safe', 'area', 'for', 'Gaza', 'refugees,', 'foreign', 'minister', 'say']",guardian
Gaza ceasefire to begin on Friday morning with hostage releases to follow,2023-11-23,"['Gaza', 'ceasefire', 'to', 'begin', 'on', 'Friday', 'morning', 'with', 'hostage', 'releases', 'to', 'follow']","['Gaza', 'ceasefire', 'to', 'begin', 'on', 'Friday', 'morning', 'with', 'hostage', 'release', 'to', 'follow']",guardian
Chris Minns says pro-Palestine rally in Sydney on Sunday ‘not going to happen’ as organisers vow to march,2023-10-10,"['Chris', 'Minns', 'says', 'pro-Palestine', 'rally', 'in', 'Sydney', 'on', 'Sunday', '‘not', 'going', 'to', 'happen’', 'as', 'organisers', 'vow', 'to', 'march']","['Chris', 'Minns', 'say', 'pro-Palestine', 'rally', 'in', 'Sydney', 'on', 'Sunday', '‘not', 'going', 'to', 'happen’', 'a', 'organiser', 'vow', 'to', 'march']",guardian
British Muslims losing trust in Labour over its handling of Israel-Gaza war,2024-02-05,"['British', 'Muslims', 'losing', 'trust', 'in', 'Labour', 'over', 'its', 'handling', 'of', 'Israel-Gaza', 'war']","['British', 'Muslims', 'losing', 'trust', 'in', 'Labour', 'over', 'it', 'handling', 'of', 'Israel-Gaza', 'war']",guardian
US states invest $300m in Israeli bonds since start of Israel-Hamas war,2023-11-03,"['US', 'states', 'invest', '$300m', 'in', 'Israeli', 'bonds', 'since', 'start', 'of', 'Israel-Hamas', 'war']","['US', 'state', 'invest', '$300m', 'in', 'Israeli', 'bond', 'since', 'start', 'of', 'Israel-Hamas', 'war']",guardian
UN secretary general says Israel’s rejection of two-state solution is ‘unacceptable’,2024-01-23,"['UN', 'secretary', 'general', 'says', 'Israel’s', 'rejection', 'of', 'two-state', 'solution', 'is', '‘unacceptable’']","['UN', 'secretary', 'general', 'say', 'Israel’s', 'rejection', 'of', 'two-state', 'solution', 'is', '‘unacceptable’']",guardian
Governments scramble to evacuate citizens from Israel amid pleas for help,2023-10-11,"['Governments', 'scramble', 'to', 'evacuate', 'citizens', 'from', 'Israel', 'amid', 'pleas', 'for', 'help']","['Governments', 'scramble', 'to', 'evacuate', 'citizen', 'from', 'Israel', 'amid', 'plea', 'for', 'help']",guardian
‘This is for Gaza’: George Galloway sweeps to victory in Rochdale byelection,2024-03-01,"['‘This', 'is', 'for', 'Gaza’:', 'George', 'Galloway', 'sweeps', 'to', 'victory', 'in', 'Rochdale', 'byelection']","['‘This', 'is', 'for', 'Gaza’:', 'George', 'Galloway', 'sweep', 'to', 'victory', 'in', 'Rochdale', 'byelection']",guardian
Labor seeks safety in numbers when navigating Gaza ceasefire stance,2023-12-13,"['Labor', 'seeks', 'safety', 'in', 'numbers', 'when', 'navigating', 'Gaza', 'ceasefire', 'stance']","['Labor', 'seek', 'safety', 'in', 'number', 'when', 'navigating', 'Gaza', 'ceasefire', 'stance']",guardian
‘I just want my son’: families of Thai workers in Israel face painful wait for news,2023-10-10,"['‘I', 'just', 'want', 'my', 'son’:', 'families', 'of', 'Thai', 'workers', 'in', 'Israel', 'face', 'painful', 'wait', 'for', 'news']","['‘I', 'just', 'want', 'my', 'son’:', 'family', 'of', 'Thai', 'worker', 'in', 'Israel', 'face', 'painful', 'wait', 'for', 'news']",guardian
Children among cancer patients fearing being sent back to Gaza by Israel,2024-03-30,"['Children', 'among', 'cancer', 'patients', 'fearing', 'being', 'sent', 'back', 'to', 'Gaza', 'by', 'Israel']","['Children', 'among', 'cancer', 'patient', 'fearing', 'being', 'sent', 'back', 'to', 'Gaza', 'by', 'Israel']",guardian
Jewish and Muslim Americans fear rise in hate crimes amid Israel-Hamas war,2023-10-14,"['Jewish', 'and', 'Muslim', 'Americans', 'fear', 'rise', 'in', 'hate', 'crimes', 'amid', 'Israel-Hamas', 'war']","['Jewish', 'and', 'Muslim', 'Americans', 'fear', 'rise', 'in', 'hate', 'crime', 'amid', 'Israel-Hamas', 'war']",guardian
I’ve always helped the victims of war. Why am I being shunned for helping people in Gaza? | Paul Spiegel,2024-01-09,"['I’ve', 'always', 'helped', 'the', 'victims', 'of', 'war.', 'Why', 'am', 'I', 'being', 'shunned', 'for', 'helping', 'people', 'in', 'Gaza?', '|', 'Paul', 'Spiegel']","['I’ve', 'always', 'helped', 'the', 'victim', 'of', 'war.', 'Why', 'am', 'I', 'being', 'shunned', 'for', 'helping', 'people', 'in', 'Gaza?', '|', 'Paul', 'Spiegel']",guardian
Why Egypt has not fully opened its Gaza border for fleeing Palestinians,2023-11-02,"['Why', 'Egypt', 'has', 'not', 'fully', 'opened', 'its', 'Gaza', 'border', 'for', 'fleeing', 'Palestinians']","['Why', 'Egypt', 'ha', 'not', 'fully', 'opened', 'it', 'Gaza', 'border', 'for', 'fleeing', 'Palestinians']",guardian
Aid officials believe there are ‘pockets of famine’ in Gaza,2024-01-16,"['Aid', 'officials', 'believe', 'there', 'are', '‘pockets', 'of', 'famine’', 'in', 'Gaza']","['Aid', 'official', 'believe', 'there', 'are', '‘pockets', 'of', 'famine’', 'in', 'Gaza']",guardian
‘I want to tell the world’: the reporter determined to share Gaza’s stories,2023-10-21,"['‘I', 'want', 'to', 'tell', 'the', 'world’:', 'the', 'reporter', 'determined', 'to', 'share', 'Gaza’s', 'stories']","['‘I', 'want', 'to', 'tell', 'the', 'world’:', 'the', 'reporter', 'determined', 'to', 'share', 'Gaza’s', 'story']",guardian
"Hamas attacks on Israel had echoes of Nazi massacres, says Antony Blinken",2023-10-12,"['Hamas', 'attacks', 'on', 'Israel', 'had', 'echoes', 'of', 'Nazi', 'massacres,', 'says', 'Antony', 'Blinken']","['Hamas', 'attack', 'on', 'Israel', 'had', 'echo', 'of', 'Nazi', 'massacres,', 'say', 'Antony', 'Blinken']",guardian
"Famine in Gaza is being made ‘inevitable’, says UN rapporteur",2024-01-28,"['Famine', 'in', 'Gaza', 'is', 'being', 'made', '‘inevitable’,', 'says', 'UN', 'rapporteur']","['Famine', 'in', 'Gaza', 'is', 'being', 'made', '‘inevitable’,', 'say', 'UN', 'rapporteur']",guardian
Netanyahu tells US he opposes creation of Palestinian state after Gaza war,2024-01-18,"['Netanyahu', 'tells', 'US', 'he', 'opposes', 'creation', 'of', 'Palestinian', 'state', 'after', 'Gaza', 'war']","['Netanyahu', 'tell', 'US', 'he', 'opposes', 'creation', 'of', 'Palestinian', 'state', 'after', 'Gaza', 'war']",guardian
US campuses in uproar as Israel-Palestine conflict exposes divide,2023-10-13,"['US', 'campuses', 'in', 'uproar', 'as', 'Israel-Palestine', 'conflict', 'exposes', 'divide']","['US', 'campus', 'in', 'uproar', 'a', 'Israel-Palestine', 'conflict', 'expose', 'divide']",guardian
The Netanyahu doctrine: how Israel’s longest-serving leader reshaped the country in his image,2023-11-21,"['The', 'Netanyahu', 'doctrine:', 'how', 'Israel’s', 'longest-serving', 'leader', 'reshaped', 'the', 'country', 'in', 'his', 'image']","['The', 'Netanyahu', 'doctrine:', 'how', 'Israel’s', 'longest-serving', 'leader', 'reshaped', 'the', 'country', 'in', 'his', 'image']",guardian
Australian university students are camping out in support of Gaza. Here’s what you need to know,2024-05-01,"['Australian', 'university', 'students', 'are', 'camping', 'out', 'in', 'support', 'of', 'Gaza.', 'Here’s', 'what', 'you', 'need', 'to', 'know']","['Australian', 'university', 'student', 'are', 'camping', 'out', 'in', 'support', 'of', 'Gaza.', 'Here’s', 'what', 'you', 'need', 'to', 'know']",guardian
US-led diplomatic effort fails to ease Palestinians’ plight in Gaza,2023-10-16,"['US-led', 'diplomatic', 'effort', 'fails', 'to', 'ease', 'Palestinians’', 'plight', 'in', 'Gaza']","['US-led', 'diplomatic', 'effort', 'fails', 'to', 'ease', 'Palestinians’', 'plight', 'in', 'Gaza']",guardian
‘The destruction was intense’: the photos which capture Gaza’s humanitarian crisis,2024-01-25,"['‘The', 'destruction', 'was', 'intense’:', 'the', 'photos', 'which', 'capture', 'Gaza’s', 'humanitarian', 'crisis']","['‘The', 'destruction', 'wa', 'intense’:', 'the', 'photo', 'which', 'capture', 'Gaza’s', 'humanitarian', 'crisis']",guardian
UK government challenged over ICC inquiry into Israel’s conduct,2023-11-12,"['UK', 'government', 'challenged', 'over', 'ICC', 'inquiry', 'into', 'Israel’s', 'conduct']","['UK', 'government', 'challenged', 'over', 'ICC', 'inquiry', 'into', 'Israel’s', 'conduct']",guardian
UN report: 80% of Gaza inhabitants relied on international aid before war,2023-10-25,"['UN', 'report:', '80%', 'of', 'Gaza', 'inhabitants', 'relied', 'on', 'international', 'aid', 'before', 'war']","['UN', 'report:', '80%', 'of', 'Gaza', 'inhabitant', 'relied', 'on', 'international', 'aid', 'before', 'war']",guardian
Netanyahu vows to raid Rafah ‘with or without’ hostage deal,2024-04-30,"['Netanyahu', 'vows', 'to', 'raid', 'Rafah', '‘with', 'or', 'without’', 'hostage', 'deal']","['Netanyahu', 'vow', 'to', 'raid', 'Rafah', '‘with', 'or', 'without’', 'hostage', 'deal']",guardian
‘Just look us in the eye’: Israeli hostages’ families arrive at Benjamin Netanyahu’s Jerusalem office,2023-11-18,"['‘Just', 'look', 'us', 'in', 'the', 'eye’:', 'Israeli', 'hostages’', 'families', 'arrive', 'at', 'Benjamin', 'Netanyahu’s', 'Jerusalem', 'office']","['‘Just', 'look', 'u', 'in', 'the', 'eye’:', 'Israeli', 'hostages’', 'family', 'arrive', 'at', 'Benjamin', 'Netanyahu’s', 'Jerusalem', 'office']",guardian
PEN America cancels 2024 awards after authors drop out over Gaza,2024-04-22,"['PEN', 'America', 'cancels', '2024', 'awards', 'after', 'authors', 'drop', 'out', 'over', 'Gaza']","['PEN', 'America', 'cancel', '2024', 'award', 'after', 'author', 'drop', 'out', 'over', 'Gaza']",guardian
Gaza ceasefire deal brings relief but little hope of durable peace,2023-11-22,"['Gaza', 'ceasefire', 'deal', 'brings', 'relief', 'but', 'little', 'hope', 'of', 'durable', 'peace']","['Gaza', 'ceasefire', 'deal', 'brings', 'relief', 'but', 'little', 'hope', 'of', 'durable', 'peace']",guardian
‘Ecocide in Gaza’: does scale of environmental destruction amount to a war crime?,2024-03-29,"['‘Ecocide', 'in', 'Gaza’:', 'does', 'scale', 'of', 'environmental', 'destruction', 'amount', 'to', 'a', 'war', 'crime?']","['‘Ecocide', 'in', 'Gaza’:', 'doe', 'scale', 'of', 'environmental', 'destruction', 'amount', 'to', 'a', 'war', 'crime?']",guardian
UN warns of Gaza starvation as concerns rise about safety in the south,2023-11-17,"['UN', 'warns', 'of', 'Gaza', 'starvation', 'as', 'concerns', 'rise', 'about', 'safety', 'in', 'the', 'south']","['UN', 'warns', 'of', 'Gaza', 'starvation', 'a', 'concern', 'rise', 'about', 'safety', 'in', 'the', 'south']",guardian
Lack of clean drinking water for 95% of people in Gaza threatens health crisis,2023-11-04,"['Lack', 'of', 'clean', 'drinking', 'water', 'for', '95%', 'of', 'people', 'in', 'Gaza', 'threatens', 'health', 'crisis']","['Lack', 'of', 'clean', 'drinking', 'water', 'for', '95%', 'of', 'people', 'in', 'Gaza', 'threatens', 'health', 'crisis']",guardian
"How bombings, blockades and import bans caused Gaza’s water system to crumble",2023-10-25,"['How', 'bombings,', 'blockades', 'and', 'import', 'bans', 'caused', 'Gaza’s', 'water', 'system', 'to', 'crumble']","['How', 'bombings,', 'blockade', 'and', 'import', 'ban', 'caused', 'Gaza’s', 'water', 'system', 'to', 'crumble']",guardian
Labour withdraws support for Rochdale candidate after Israel-Gaza remarks,2024-02-12,"['Labour', 'withdraws', 'support', 'for', 'Rochdale', 'candidate', 'after', 'Israel-Gaza', 'remarks']","['Labour', 'withdraws', 'support', 'for', 'Rochdale', 'candidate', 'after', 'Israel-Gaza', 'remark']",guardian
"BA, easyJet and Wizz Air resume flights to and from Israel",2024-04-03,"['BA,', 'easyJet', 'and', 'Wizz', 'Air', 'resume', 'flights', 'to', 'and', 'from', 'Israel']","['BA,', 'easyJet', 'and', 'Wizz', 'Air', 'resume', 'flight', 'to', 'and', 'from', 'Israel']",guardian
Blinken urges Israel to show restraint in campaign to destroy Hamas,2023-11-03,"['Blinken', 'urges', 'Israel', 'to', 'show', 'restraint', 'in', 'campaign', 'to', 'destroy', 'Hamas']","['Blinken', 'urge', 'Israel', 'to', 'show', 'restraint', 'in', 'campaign', 'to', 'destroy', 'Hamas']",guardian
Fears grow for largest remaining hospital in Gaza as Israeli forces bombard Khan Younis,2024-01-19,"['Fears', 'grow', 'for', 'largest', 'remaining', 'hospital', 'in', 'Gaza', 'as', 'Israeli', 'forces', 'bombard', 'Khan', 'Younis']","['Fears', 'grow', 'for', 'largest', 'remaining', 'hospital', 'in', 'Gaza', 'a', 'Israeli', 'force', 'bombard', 'Khan', 'Younis']",guardian
Spanish prime minister says he doubts Israel is respecting international law,2023-11-30,"['Spanish', 'prime', 'minister', 'says', 'he', 'doubts', 'Israel', 'is', 'respecting', 'international', 'law']","['Spanish', 'prime', 'minister', 'say', 'he', 'doubt', 'Israel', 'is', 'respecting', 'international', 'law']",guardian
Pro-Palestinian Instagram account locked by Meta for ‘security reasons’,2023-10-26,"['Pro-Palestinian', 'Instagram', 'account', 'locked', 'by', 'Meta', 'for', '‘security', 'reasons’']","['Pro-Palestinian', 'Instagram', 'account', 'locked', 'by', 'Meta', 'for', '‘security', 'reasons’']",guardian
Bridget Archer leads criticism after Peter Dutton compares pro-Palestine protest to Port Arthur massacre,2024-04-11,"['Bridget', 'Archer', 'leads', 'criticism', 'after', 'Peter', 'Dutton', 'compares', 'pro-Palestine', 'protest', 'to', 'Port', 'Arthur', 'massacre']","['Bridget', 'Archer', 'lead', 'criticism', 'after', 'Peter', 'Dutton', 'compare', 'pro-Palestine', 'protest', 'to', 'Port', 'Arthur', 'massacre']",guardian
Bullish Iran hails attack on Israel as a success and says operation is over,2024-04-14,"['Bullish', 'Iran', 'hails', 'attack', 'on', 'Israel', 'as', 'a', 'success', 'and', 'says', 'operation', 'is', 'over']","['Bullish', 'Iran', 'hail', 'attack', 'on', 'Israel', 'a', 'a', 'success', 'and', 'say', 'operation', 'is', 'over']",guardian
US holds talks on Gaza aid corridor as Israel continues airstrikes,2023-10-11,"['US', 'holds', 'talks', 'on', 'Gaza', 'aid', 'corridor', 'as', 'Israel', 'continues', 'airstrikes']","['US', 'hold', 'talk', 'on', 'Gaza', 'aid', 'corridor', 'a', 'Israel', 'continues', 'airstrikes']",guardian
"What is Hamas, the militant group that rules Gaza?",2023-10-12,"['What', 'is', 'Hamas,', 'the', 'militant', 'group', 'that', 'rules', 'Gaza?']","['What', 'is', 'Hamas,', 'the', 'militant', 'group', 'that', 'rule', 'Gaza?']",guardian
Hamas delegation joins mediators at Gaza ceasefire talks in Cairo,2024-03-03,"['Hamas', 'delegation', 'joins', 'mediators', 'at', 'Gaza', 'ceasefire', 'talks', 'in', 'Cairo']","['Hamas', 'delegation', 'join', 'mediator', 'at', 'Gaza', 'ceasefire', 'talk', 'in', 'Cairo']",guardian
How Chinese firm linked to repression of Uyghurs aids Israeli surveillance in West Bank,2023-11-11,"['How', 'Chinese', 'firm', 'linked', 'to', 'repression', 'of', 'Uyghurs', 'aids', 'Israeli', 'surveillance', 'in', 'West', 'Bank']","['How', 'Chinese', 'firm', 'linked', 'to', 'repression', 'of', 'Uyghurs', 'aid', 'Israeli', 'surveillance', 'in', 'West', 'Bank']",guardian
"Miriam Margolyes condemns Israel’s policy in Gaza, calling on Jews to ‘shout, beg, scream for a ceasefire’",2024-04-09,"['Miriam', 'Margolyes', 'condemns', 'Israel’s', 'policy', 'in', 'Gaza,', 'calling', 'on', 'Jews', 'to', '‘shout,', 'beg,', 'scream', 'for', 'a', 'ceasefire’']","['Miriam', 'Margolyes', 'condemns', 'Israel’s', 'policy', 'in', 'Gaza,', 'calling', 'on', 'Jews', 'to', '‘shout,', 'beg,', 'scream', 'for', 'a', 'ceasefire’']",guardian
300 Palestinian women and children in Israeli jails listed before prisoner release,2023-11-22,"['300', 'Palestinian', 'women', 'and', 'children', 'in', 'Israeli', 'jails', 'listed', 'before', 'prisoner', 'release']","['300', 'Palestinian', 'woman', 'and', 'child', 'in', 'Israeli', 'jail', 'listed', 'before', 'prisoner', 'release']",guardian
Palestinians in Gaza fear impact of siege as sole power plant shuts down,2023-10-11,"['Palestinians', 'in', 'Gaza', 'fear', 'impact', 'of', 'siege', 'as', 'sole', 'power', 'plant', 'shuts', 'down']","['Palestinians', 'in', 'Gaza', 'fear', 'impact', 'of', 'siege', 'a', 'sole', 'power', 'plant', 'shuts', 'down']",guardian
Pro-Palestine murals in London face council review and removal,2024-04-26,"['Pro-Palestine', 'murals', 'in', 'London', 'face', 'council', 'review', 'and', 'removal']","['Pro-Palestine', 'mural', 'in', 'London', 'face', 'council', 'review', 'and', 'removal']",guardian
CAA cancels counter-protest against London pro-Palestinian march,2024-04-26,"['CAA', 'cancels', 'counter-protest', 'against', 'London', 'pro-Palestinian', 'march']","['CAA', 'cancel', 'counter-protest', 'against', 'London', 'pro-Palestinian', 'march']",guardian
‘They’re targeting healthcare workers’: airstrikes a constant fear for UK doctors in Gaza,2024-04-07,"['‘They’re', 'targeting', 'healthcare', 'workers’:', 'airstrikes', 'a', 'constant', 'fear', 'for', 'UK', 'doctors', 'in', 'Gaza']","['‘They’re', 'targeting', 'healthcare', 'workers’:', 'airstrikes', 'a', 'constant', 'fear', 'for', 'UK', 'doctor', 'in', 'Gaza']",guardian
